DN	dn-rocksdb	org.apache.hadoop.ozone.container.metadata.DatanodeStoreSchemaThreeImpl	hadoop-hdds/container-service/src/main/java/org/apache/hadoop/ozone/container/metadata/DatanodeStoreSchemaThreeImpl.java	200~
Client	hdds-client	org.apache.hadoop.hdds.scm.storage.BlockOutputStream	hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/storage/BlockOutputStream.java	875~
Client	hdds-client	org.apache.hadoop.hdds.scm.XceiverClientGrpc	hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/XceiverClientGrpc.java	575~
Client	hdds-client	org.apache.hadoop.hdds.scm.OzoneClientConfig	hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/OzoneClientConfig.java	575~
Client	hdds-client	org.apache.hadoop.hdds.scm.storage.BlockDataStreamOutput	hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/storage/BlockDataStreamOutput.java	525~
Client	hdds-client	org.apache.hadoop.ozone.client.io.ECBlockReconstructedStripeInputStream	hadoop-hdds/client/src/main/java/org/apache/hadoop/ozone/client/io/ECBlockReconstructedStripeInputStream.java	500~
Client	hdds-client	org.apache.hadoop.hdds.scm.XceiverClientShortCircuit	hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/XceiverClientShortCircuit.java	475~
Client	hdds-client	org.apache.hadoop.hdds.scm.storage.StreamBlockInputStream	hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/storage/StreamBlockInputStream.java	475~
Client	hdds-client	org.apache.hadoop.hdds.scm.storage.ChunkInputStream	hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/storage/ChunkInputStream.java	425~
Client	hdds-client	org.apache.hadoop.hdds.scm.storage.BlockInputStream	hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/storage/BlockInputStream.java	425~
Client	hdds-client	org.apache.hadoop.ozone.client.io.ECBlockInputStream	hadoop-hdds/client/src/main/java/org/apache/hadoop/ozone/client/io/ECBlockInputStream.java	350~
Bench & Insight	freon	org.apache.hadoop.ozone.freon.RandomKeyGenerator	hadoop-ozone/freon/src/main/java/org/apache/hadoop/ozone/freon/RandomKeyGenerator.java	975~
Bench & Insight	freon	org.apache.hadoop.ozone.freon.OmMetadataGenerator	hadoop-ozone/freon/src/main/java/org/apache/hadoop/ozone/freon/OmMetadataGenerator.java	425~
Bench & Insight	freon	org.apache.hadoop.ozone.freon.BaseFreonGenerator	hadoop-ozone/freon/src/main/java/org/apache/hadoop/ozone/freon/BaseFreonGenerator.java	400~
Bench & Insight	freon	org.apache.hadoop.ozone.freon.OzoneClientKeyReadWriteListOps	hadoop-ozone/freon/src/main/java/org/apache/hadoop/ozone/freon/OzoneClientKeyReadWriteListOps.java	200~
Bench & Insight	ozone-tools	org.apache.hadoop.ozone.local.LocalOzoneCluster	hadoop-ozone/tools/src/main/java/org/apache/hadoop/ozone/local/LocalOzoneCluster.java	700~
Bench & Insight	ozone-tools	org.apache.hadoop.ozone.local.OzoneLocal	hadoop-ozone/tools/src/main/java/org/apache/hadoop/ozone/local/OzoneLocal.java	250~
Bench & Insight	vapor	org.apache.hadoop.ozone.freon.SCMThroughputBenchmark	hadoop-ozone/vapor/src/main/java/org/apache/hadoop/ozone/freon/SCMThroughputBenchmark.java	650~
Bench & Insight	vapor	org.apache.hadoop.ozone.freon.DatanodeSimulator	hadoop-ozone/vapor/src/main/java/org/apache/hadoop/ozone/freon/DatanodeSimulator.java	375~
Debug & Repair	repair	org.apache.hadoop.ozone.repair.om.FSORepairTool	hadoop-ozone/cli-repair/src/main/java/org/apache/hadoop/ozone/repair/om/FSORepairTool.java	600~
Debug & Repair	repair	org.apache.hadoop.ozone.repair.datanode.schemaupgrade.UpgradeContainerSchema	hadoop-ozone/cli-repair/src/main/java/org/apache/hadoop/ozone/repair/datanode/schemaupgrade/UpgradeContainerSchema.java	375~
Interfaces	ozonefs-common	org.apache.hadoop.fs.ozone.BasicRootedOzoneFileSystem	hadoop-ozone/ozonefs-common/src/main/java/org/apache/hadoop/fs/ozone/BasicRootedOzoneFileSystem.java	1200~
Interfaces	ozonefs-common	org.apache.hadoop.fs.ozone.BasicRootedOzoneClientAdapterImpl	hadoop-ozone/ozonefs-common/src/main/java/org/apache/hadoop/fs/ozone/BasicRootedOzoneClientAdapterImpl.java	1075~
Interfaces	ozonefs-common	org.apache.hadoop.fs.ozone.BasicOzoneFileSystem	hadoop-ozone/ozonefs-common/src/main/java/org/apache/hadoop/fs/ozone/BasicOzoneFileSystem.java	1000~
Interfaces	ozonefs-common	org.apache.hadoop.fs.ozone.BasicOzoneClientAdapterImpl	hadoop-ozone/ozonefs-common/src/main/java/org/apache/hadoop/fs/ozone/BasicOzoneClientAdapterImpl.java	625~
Interfaces	s3gateway	org.apache.hadoop.ozone.s3.endpoint.ObjectEndpoint	hadoop-ozone/s3gateway/src/main/java/org/apache/hadoop/ozone/s3/endpoint/ObjectEndpoint.java	950~
Interfaces	s3gateway	org.apache.hadoop.ozone.s3.metrics.S3GatewayMetrics	hadoop-ozone/s3gateway/src/main/java/org/apache/hadoop/ozone/s3/metrics/S3GatewayMetrics.java	725~
Interfaces	s3gateway	org.apache.hadoop.ozone.s3.endpoint.EndpointBase	hadoop-ozone/s3gateway/src/main/java/org/apache/hadoop/ozone/s3/endpoint/EndpointBase.java	550~
Interfaces	s3gateway	org.apache.hadoop.ozone.s3.endpoint.S3LifecycleConfiguration	hadoop-ozone/s3gateway/src/main/java/org/apache/hadoop/ozone/s3/endpoint/S3LifecycleConfiguration.java	325~
Interfaces	s3gateway	org.apache.hadoop.ozone.s3.endpoint.BucketEndpoint	hadoop-ozone/s3gateway/src/main/java/org/apache/hadoop/ozone/s3/endpoint/BucketEndpoint.java	275~
Interfaces	s3gateway	org.apache.hadoop.ozone.s3.signature.StringToSignProducer	hadoop-ozone/s3gateway/src/main/java/org/apache/hadoop/ozone/s3/signature/StringToSignProducer.java	225~
Interfaces	s3gateway	org.apache.hadoop.ozone.s3.endpoint.S3ConditionalRequest	hadoop-ozone/s3gateway/src/main/java/org/apache/hadoop/ozone/s3/endpoint/S3ConditionalRequest.java	225~
Interfaces	s3gateway	org.apache.hadoop.ozone.s3.endpoint.S3Acl	hadoop-ozone/s3gateway/src/main/java/org/apache/hadoop/ozone/s3/endpoint/S3Acl.java	200~
Interfaces	s3gateway	org.apache.hadoop.ozone.s3.exception.S3ErrorTable	hadoop-ozone/s3gateway/src/main/java/org/apache/hadoop/ozone/s3/exception/S3ErrorTable.java	200~
Interfaces	httpfs	org.apache.ozone.fs.http.server.FSOperations	hadoop-ozone/httpfsgateway/src/main/java/org/apache/ozone/fs/http/server/FSOperations.java	1075~
Interfaces	httpfs	org.apache.ozone.fs.http.server.HttpFSServer	hadoop-ozone/httpfsgateway/src/main/java/org/apache/ozone/fs/http/server/HttpFSServer.java	925~
Interfaces	httpfs	org.apache.ozone.lib.server.Server	hadoop-ozone/httpfsgateway/src/main/java/org/apache/ozone/lib/server/Server.java	450~
Interfaces	httpfs	org.apache.ozone.lib.service.hadoop.FileSystemAccessService	hadoop-ozone/httpfsgateway/src/main/java/org/apache/ozone/lib/service/hadoop/FileSystemAccessService.java	350~
Interfaces	httpfs	org.apache.ozone.lib.service.instrumentation.InstrumentationService	hadoop-ozone/httpfsgateway/src/main/java/org/apache/ozone/lib/service/instrumentation/InstrumentationService.java	300~
Interfaces	httpfs	org.apache.ozone.fs.http.server.HttpFSParametersProvider	hadoop-ozone/httpfsgateway/src/main/java/org/apache/ozone/fs/http/server/HttpFSParametersProvider.java	300~
Debug & Repair	debug	org.apache.hadoop.ozone.debug.ldb.DBScanner	hadoop-ozone/cli-debug/src/main/java/org/apache/hadoop/ozone/debug/ldb/DBScanner.java	800~
Debug & Repair	debug	org.apache.hadoop.ozone.debug.logs.container.utils.ContainerDatanodeDatabase	hadoop-ozone/cli-debug/src/main/java/org/apache/hadoop/ozone/debug/logs/container/utils/ContainerDatanodeDatabase.java	550~
Debug & Repair	debug	org.apache.hadoop.ozone.debug.om.ContainerToKeyMapping	hadoop-ozone/cli-debug/src/main/java/org/apache/hadoop/ozone/debug/om/ContainerToKeyMapping.java	400~
Debug & Repair	debug	org.apache.hadoop.ozone.debug.replicas.ReplicasVerify	hadoop-ozone/cli-debug/src/main/java/org/apache/hadoop/ozone/debug/replicas/ReplicasVerify.java	375~
Debug & Repair	debug	org.apache.hadoop.ozone.debug.datanode.container.analyze.AnalyzeSubcommand	hadoop-ozone/cli-debug/src/main/java/org/apache/hadoop/ozone/debug/datanode/container/analyze/AnalyzeSubcommand.java	200~
Interfaces	iceberg	org.apache.hadoop.ozone.iceberg.RewriteTablePathOzoneAction	hadoop-ozone/iceberg/src/main/java/org/apache/hadoop/ozone/iceberg/RewriteTablePathOzoneAction.java	675~
OzoneCommon	ozone-common-primitives	org.apache.hadoop.ozone.OmUtils	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/OmUtils.java	750~
OzoneCommon	protocol-common	org.apache.hadoop.ozone.om.protocolPB.OzoneManagerProtocolClientSideTranslatorPB	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/protocolPB/OzoneManagerProtocolClientSideTranslatorPB.java	2025~
OzoneCommon	protocol-common	org.apache.hadoop.ozone.om.protocolPB.GrpcOmTransport	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/protocolPB/GrpcOmTransport.java	400~
OzoneCommon	protocol-common	org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/protocol/OzoneManagerProtocol.java	400~
OzoneCommon	protocol-common	org.apache.hadoop.ozone.protocolPB.OMPBHelper	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/protocolPB/OMPBHelper.java	275~
OzoneCommon	security-common	org.apache.hadoop.ozone.security.OzoneTokenIdentifier	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/security/OzoneTokenIdentifier.java	275~
OzoneCommon	om-common	org.apache.hadoop.ozone.om.OMConfigKeys	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/OMConfigKeys.java	550~
OzoneCommon	om-common	org.apache.hadoop.ozone.om.ha.OMFailoverProxyProviderBase	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/ha/OMFailoverProxyProviderBase.java	300~
OzoneCommon	om-common	org.apache.hadoop.ozone.om.OmConfig	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/OmConfig.java	275~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.OmKeyInfo	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/OmKeyInfo.java	700~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.SnapshotInfo	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/SnapshotInfo.java	575~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.OmBucketInfo	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/OmBucketInfo.java	575~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.OmMultipartKeyInfo	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/OmMultipartKeyInfo.java	350~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.OmKeyArgs	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/OmKeyArgs.java	325~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.OmVolumeArgs	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/OmVolumeArgs.java	300~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.SnapshotDiffJob	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/SnapshotDiffJob.java	275~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.OmMultipartPartInfo	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/OmMultipartPartInfo.java	275~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.OmLCRule	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/OmLCRule.java	275~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.BasicOmKeyInfo	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/BasicOmKeyInfo.java	250~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.OmBucketArgs	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/OmBucketArgs.java	250~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.OzoneFSUtils	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/OzoneFSUtils.java	250~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.OmLifecycleConfiguration	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/OmLifecycleConfiguration.java	225~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.OmLifecycleScanState	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/OmLifecycleScanState.java	200~
OzoneCommon	om-helpers-common	org.apache.hadoop.ozone.om.helpers.OMNodeDetails	hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/om/helpers/OMNodeDetails.java	200~
OM	om-protocol	org.apache.hadoop.ozone.protocolPB.OzoneManagerRequestHandler	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/protocolPB/OzoneManagerRequestHandler.java	1300~
OM	om-security	org.apache.hadoop.ozone.security.OzoneDelegationTokenSecretManager	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/security/OzoneDelegationTokenSecretManager.java	450~
OM	om-server	org.apache.hadoop.ozone.om.OzoneManager	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/OzoneManager.java	4050~
OM	om-server	org.apache.hadoop.ozone.om.OmMetadataManagerImpl	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/OmMetadataManagerImpl.java	1375~
OM	om-server	org.apache.hadoop.ozone.om.OMMetrics	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/OMMetrics.java	1300~
OM	om-server	org.apache.hadoop.ozone.om.OmSnapshotManager	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/OmSnapshotManager.java	775~
OM	om-server	org.apache.hadoop.ozone.om.OMMultiTenantManagerImpl	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/OMMultiTenantManagerImpl.java	725~
OM	om-server	org.apache.hadoop.ozone.om.OmMetadataReader	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/OmMetadataReader.java	525~
OM	om-server	org.apache.hadoop.ozone.om.OMDBCheckpointServlet	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/OMDBCheckpointServlet.java	475~
OM	om-server	org.apache.hadoop.ozone.om.TrashOzoneFileSystem	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/TrashOzoneFileSystem.java	475~
OM	om-server	org.apache.hadoop.ozone.om.SnapshotChainManager	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/SnapshotChainManager.java	450~
OM	om-server	org.apache.hadoop.ozone.om.OMDBCheckpointServletInodeBasedXfer	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/OMDBCheckpointServletInodeBasedXfer.java	375~
OM	om-server	org.apache.hadoop.ozone.om.OMPerformanceMetrics	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/OMPerformanceMetrics.java	275~
OM	om-server	org.apache.hadoop.ozone.om.PrefixManagerImpl	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/PrefixManagerImpl.java	250~
OM	om-server	org.apache.hadoop.ozone.om.DeletingServiceMetrics	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/DeletingServiceMetrics.java	250~
OM	om-server	org.apache.hadoop.ozone.om.OmSnapshot	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/OmSnapshot.java	225~
OM	om-snapshot	org.apache.hadoop.ozone.om.snapshot.SnapshotDiffManager	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/snapshot/SnapshotDiffManager.java	1250~
OM	om-snapshot	org.apache.hadoop.ozone.om.snapshot.OmSnapshotLocalDataManager	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/snapshot/OmSnapshotLocalDataManager.java	825~
OM	om-snapshot	org.apache.hadoop.ozone.om.snapshot.defrag.SnapshotDefragService	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/snapshot/defrag/SnapshotDefragService.java	525~
OM	om-snapshot	org.apache.hadoop.ozone.om.snapshot.SnapshotDiffValueParser	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/snapshot/SnapshotDiffValueParser.java	275~
OM	om-snapshot	org.apache.hadoop.ozone.om.snapshot.SnapshotCache	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/snapshot/SnapshotCache.java	275~
OM	om-snapshot	org.apache.hadoop.ozone.om.snapshot.SnapshotUtils	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/snapshot/SnapshotUtils.java	225~
OM	om-snapshot	org.apache.hadoop.ozone.om.snapshot.OMSnapshotDirectoryMetrics	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/snapshot/OMSnapshotDirectoryMetrics.java	200~
OM	om-multitenant	org.apache.hadoop.ozone.om.multitenant.MultiTenantAccessController	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/multitenant/MultiTenantAccessController.java	375~
OM	om-locking	org.apache.hadoop.ozone.om.lock.OzoneManagerLock	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/lock/OzoneManagerLock.java	375~
OM	om-ratis	org.apache.hadoop.ozone.om.ratis.OzoneManagerRatisServer	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/ratis/OzoneManagerRatisServer.java	600~
OM	om-key-manager	org.apache.hadoop.ozone.om.KeyManagerImpl	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/KeyManagerImpl.java	1850~
OM	om-request	org.apache.hadoop.ozone.om.request.OMClientRequest	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/OMClientRequest.java	325~
OM	om-request-s3	org.apache.hadoop.ozone.om.request.s3.multipart.S3MultipartUploadCompleteRequest	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/s3/multipart/S3MultipartUploadCompleteRequest.java	600~
OM	om-request-s3	org.apache.hadoop.ozone.om.request.s3.multipart.S3MultipartUploadCommitPartRequest	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/s3/multipart/S3MultipartUploadCommitPartRequest.java	300~
OM	om-request-s3	org.apache.hadoop.ozone.om.request.s3.tenant.OMTenantCreateRequest	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/s3/tenant/OMTenantCreateRequest.java	225~
OM	om-request-s3	org.apache.hadoop.ozone.om.request.s3.multipart.S3InitiateMultipartUploadRequest	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/s3/multipart/S3InitiateMultipartUploadRequest.java	225~
OM	om-request-s3	org.apache.hadoop.ozone.om.request.s3.multipart.S3ExpiredMultipartUploadsAbortRequest	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/s3/multipart/S3ExpiredMultipartUploadsAbortRequest.java	225~
OM	om-request-file	org.apache.hadoop.ozone.om.request.file.OMFileRequest	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/file/OMFileRequest.java	600~
OM	om-request-key	org.apache.hadoop.ozone.om.request.key.OMKeyRequest	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/key/OMKeyRequest.java	850~
OM	om-request-key	org.apache.hadoop.ozone.om.request.key.OMKeyCommitRequest	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/key/OMKeyCommitRequest.java	425~
OM	om-request-key	org.apache.hadoop.ozone.om.request.key.OMKeysDeleteRequest	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/key/OMKeysDeleteRequest.java	325~
OM	om-request-key	org.apache.hadoop.ozone.om.request.key.OMKeyCreateRequest	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/key/OMKeyCreateRequest.java	275~
OM	om-request-key	org.apache.hadoop.ozone.om.request.key.OMKeyRenameRequestWithFSO	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/key/OMKeyRenameRequestWithFSO.java	275~
OM	om-request-key	org.apache.hadoop.ozone.om.request.key.OMKeyCommitRequestWithFSO	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/key/OMKeyCommitRequestWithFSO.java	250~
OM	om-request-bucket	org.apache.hadoop.ozone.om.request.bucket.OMBucketCreateRequest	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/request/bucket/OMBucketCreateRequest.java	325~
OM	om-background-services	org.apache.hadoop.ozone.om.service.KeyLifecycleService	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/service/KeyLifecycleService.java	1625~
OM	om-background-services	org.apache.hadoop.ozone.om.service.QuotaRepairTask	hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/service/QuotaRepairTask.java	625~
Admin CLIs	shell	org.apache.hadoop.ozone.shell.OzoneAddress	hadoop-ozone/cli-shell/src/main/java/org/apache/hadoop/ozone/shell/OzoneAddress.java	325~
Interfaces	multitenancy-ranger	org.apache.hadoop.ozone.om.multitenant.RangerClientMultiTenantAccessController	hadoop-ozone/multitenancy-ranger/src/main/java/org/apache/hadoop/ozone/om/multitenant/RangerClientMultiTenantAccessController.java	350~
Recon	recon-fsck	org.apache.hadoop.ozone.recon.fsck.ReconReplicationManager	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/fsck/ReconReplicationManager.java	425~
Recon	recon-server	org.apache.hadoop.ozone.recon.ReconUtils	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/ReconUtils.java	475~
Recon	recon-server	org.apache.hadoop.ozone.recon.chatbot.agent.ChatbotAgent	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/chatbot/agent/ChatbotAgent.java	375~
Recon	recon-server	org.apache.hadoop.ozone.recon.chatbot.llm.LangChain4jDispatcher	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/chatbot/llm/LangChain4jDispatcher.java	325~
Recon	recon-server	org.apache.hadoop.ozone.recon.ReconServer	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/ReconServer.java	300~
Recon	recon-server	org.apache.hadoop.ozone.recon.chatbot.agent.LlmToolSpecFactory	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/chatbot/agent/LlmToolSpecFactory.java	200~
Recon	recon-server	org.apache.hadoop.ozone.recon.chatbot.recon.ReconEndpointRouter	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/chatbot/recon/ReconEndpointRouter.java	200~
Recon	recon-tasks	org.apache.hadoop.ozone.recon.tasks.ReconTaskControllerImpl	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/tasks/ReconTaskControllerImpl.java	650~
Recon	recon-tasks	org.apache.hadoop.ozone.recon.tasks.ContainerKeyMapperHelper	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/tasks/ContainerKeyMapperHelper.java	325~
Recon	recon-tasks	org.apache.hadoop.ozone.recon.tasks.NSSummaryTaskWithFSO	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/tasks/NSSummaryTaskWithFSO.java	275~
Recon	recon-tasks	org.apache.hadoop.ozone.recon.tasks.NSSummaryTaskWithLegacy	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/tasks/NSSummaryTaskWithLegacy.java	275~
Recon	recon-tasks	org.apache.hadoop.ozone.recon.tasks.OmTableInsightTask	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/tasks/OmTableInsightTask.java	275~
Recon	recon-tasks	org.apache.hadoop.ozone.recon.tasks.NSSummaryTaskDbEventHandler	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/tasks/NSSummaryTaskDbEventHandler.java	275~
Recon	recon-tasks	org.apache.hadoop.ozone.recon.tasks.NSSummaryTask	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/tasks/NSSummaryTask.java	225~
Recon	recon-api	org.apache.hadoop.ozone.recon.api.ContainerEndpoint	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/api/ContainerEndpoint.java	650~
Recon	recon-api	org.apache.hadoop.ozone.recon.api.OMDBInsightEndpoint	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/api/OMDBInsightEndpoint.java	475~
Recon	recon-api	org.apache.hadoop.ozone.recon.api.NodeEndpoint	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/api/NodeEndpoint.java	300~
Recon	recon-api	org.apache.hadoop.ozone.recon.api.StorageDistributionEndpoint	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/api/StorageDistributionEndpoint.java	275~
Recon	recon-api	org.apache.hadoop.ozone.recon.api.ExportJobManager	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/api/ExportJobManager.java	250~
Recon	recon-api	org.apache.hadoop.ozone.recon.api.DataNodeMetricsService	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/api/DataNodeMetricsService.java	250~
Recon	recon-api	org.apache.hadoop.ozone.recon.api.types.ReconBasicOmKeyInfo	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/api/types/ReconBasicOmKeyInfo.java	225~
Recon	recon-api	org.apache.hadoop.ozone.recon.chatbot.api.ChatbotEndpoint	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/chatbot/api/ChatbotEndpoint.java	200~
Recon	recon-api	org.apache.hadoop.ozone.recon.api.types.ClusterStateResponse	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/api/types/ClusterStateResponse.java	200~
Recon	recon-recovery	org.apache.hadoop.ozone.recon.recovery.ReconOmMetadataManagerImpl	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/recovery/ReconOmMetadataManagerImpl.java	200~
Recon	recon-spi	org.apache.hadoop.ozone.recon.spi.impl.OzoneManagerServiceProviderImpl	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/spi/impl/OzoneManagerServiceProviderImpl.java	675~
Recon	recon-spi	org.apache.hadoop.ozone.recon.spi.impl.ReconContainerMetadataManagerImpl	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/spi/impl/ReconContainerMetadataManagerImpl.java	400~
Recon	recon-persistence	org.apache.hadoop.ozone.recon.persistence.ContainerHealthSchemaManager	hadoop-ozone/recon/src/main/java/org/apache/hadoop/ozone/recon/persistence/ContainerHealthSchemaManager.java	375~
